racism,sexism,normal,user_id,abuse,degree,closeness_centrality,betweenness_centrality,community,eigenvector_centrality,hubs,authorities,weighted_degree,clustering,pageRank,triangles,greedy_modularity_communities
0.0,0.0002544853034737245,0.0002544853034737245,17021576,0.0002544853034737245,4,0.3740026881720431,7.943801828059769e-05,2,0.014711318081044268,0.0009823107026719542,0.0009823107026085914,4.0,0.6666666666666666,0.0006535023849459804,4,0
0.0,0.0002544853034737245,0.0005089706069474489,17227586,0.0002544853034737245,10,0.35794565042611354,0.000528692721741302,4,0.017892786394620913,0.0012032050851121935,0.0012032050851715557,10.0,0.37777777777777777,0.0014130623215252275,17,0
0.0,0.000636213258684311,0.0017813971243160708,17263897,0.000636213258684311,22,0.3901268839817736,0.0038389921954145477,7,0.045262772060612314,0.0024067763843785787,0.0024067763844798987,17.01347708894878,0.15584415584415584,0.002229742058681398,36,1
0.0,0.0,0.00012724265173686224,17569860,0.0,45,0.4505290427039061,0.016164646258140517,2,0.07719730312859575,0.005138028220460555,0.005138028220606309,45.0,0.13434343434343435,0.0064745542863532,133,0
0.0,0.0,0.00012724265173686224,17959710,0.0,2,0.308532778932779,1.7603999565718157e-05,5,0.0033571056435516347,8.289346158782057e-09,8.289346159543017e-09,0.005390835579514825,0.0,0.00013713310926196897,0,3
0.0,0.0005089706069474489,0.0005089706069474489,18096229,0.0005089706069474489,7,0.36624942415268186,0.00013573521182233853,6,0.019986485033347604,0.0013218515865090932,0.001321851586546907,7.0,0.19047619047619047,0.000959909199375737,4,1
0.0,0.0,0.00038172795521058657,18133726,0.0,2,0.2669141486810551,1.563424811325325e-05,13,0.0004121368231933826,2.720274532606502e-05,2.72027453330679e-05,2.0,0.0,0.0004594454647082535,0,7
0.0,0.0,0.00012724265173686224,18889369,0.0,2,0.31282518268690274,0.0,15,0.003649901219898434,0.0002469497796870311,0.0002469497797156222,2.0,1.0,0.0003719698003586028,1,3
0.0,0.0,0.00012724265173686224,18933150,0.0,9,0.37704336043360437,0.00028771830186096316,1,0.024577222951391805,0.001626604046620248,0.0016266040466409607,9.0,0.3055555555555556,0.0012585102767465222,11,3
0.0,0.0,0.00012724265173686224,19178668,0.0,107,0.45606719934439666,0.0586842094974022,2,0.104719496281989,0.007048580703227191,0.007048580704112924,107.0,0.044789278786810084,0.015390401551390789,254,0
0.0,0.0,0.00012724265173686224,19331073,0.0,1,0.2526460106684826,0.0,7,0.00025595902388117047,1.7310511211752548e-05,1.731051121449209e-05,1.0,0.0,0.00033634081683188156,0,20
0.0,0.0002544853034737245,0.00012724265173686224,19440175,0.0002544853034737245,12,0.4173348331458568,0.0027248917762219805,1,0.03980905704810827,0.002660111141184806,0.0026601111410236543,12.0,0.42424242424242425,0.0017148311536892206,28,0
0.0,0.0,0.00012724265173686224,19580931,0.0,17,0.3953230332090215,0.0023293277660722915,6,0.04382381725402486,0.0028876194763755455,0.0028876194764320185,17.0,0.2867647058823529,0.002255993631210481,39,1
0.0,0.0,0.00012724265173686224,19660722,0.0,4,0.3684316451506124,1.6366101522486302e-05,4,0.015507614073290356,0.0010353333195637954,0.001035333319543662,4.0,0.5,0.0006281752130495457,3,0
0.0,0.0,0.00012724265173686224,19683633,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0002544853034737245,0.00012724265173686224,19707925,0.0002544853034737245,12,0.4039310469969153,0.00038729652031825867,6,0.042260006275912844,0.002771658901729397,0.0027716589016505955,12.0,0.42424242424242425,0.0015757691896994095,28,1
0.0,0.0,0.00012724265173686224,19777438,0.0,1,0.33820480097234884,0.0,1,0.00575580653456656,0.00039164073185182606,0.0003916407318040434,1.0,0.0,0.00026752656425897865,0,0
0.0,0.0,0.00012724265173686224,19898890,0.0,48,0.44167936507936506,0.015615203138735278,4,0.09212807266239391,0.0059595242922351604,0.00595952429243974,47.00269541778976,0.16843971631205673,0.0061246190410899105,190,0
0.0,0.00012724265173686224,0.00012724265173686224,20051851,0.00012724265173686224,3,0.31629212844558113,2.4971649314380216e-05,15,0.0037566256952569614,0.00023670183827819103,0.0002367018382816269,3.0,0.0,0.0005361184153062829,0,3
0.0,0.0,0.0002544853034737245,20569411,0.0,7,0.372127047810097,0.0005408169074752904,2,0.013800138364110657,0.0009217349841208797,0.0009217349841011312,7.0,0.38095238095238093,0.001067695195585637,8,0
0.0,0.0002544853034737245,0.0010179412138948977,20644420,0.0002544853034737245,197,0.5330613026819924,0.1622741723241897,1,0.2527612999472281,0.016704535895227687,0.016704535897111728,197.0,0.050968610794571635,0.027930039024550924,984,0
0.0,0.0,0.00012724265173686224,20731075,0.0,2,0.2686536326333575,0.0026524254561637738,8,0.0003394540909868006,6.195582050589405e-08,6.19558205214601e-08,1.0026954177897573,0.0,0.0013210870235225338,0,11
0.0,0.0,0.00012724265173686224,20908942,0.0,1,0.2581841800046393,0.0,15,0.0003777606667313824,2.287092279177089e-05,2.2870922790817524e-05,1.0,0.0,0.0002750295025775819,0,8
0.0,0.0,0.00012724265173686224,20954511,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.00012724265173686224,21177426,0.0,8,0.39808011444921315,0.001308611634996313,12,0.027958681138893497,0.001851610798032866,0.0018516107979562127,8.0,0.32142857142857145,0.001207648959647688,9,3
0.0,0.0,0.00012724265173686224,21184634,0.0,6,0.3637359477124183,0.0003179997469220322,15,0.016553595553398165,0.0010912618030394258,0.0010912618030339172,6.0,0.26666666666666666,0.0008694799837665777,4,1
0.0,0.0,0.0002544853034737245,21451979,0.0,1,0.34885817270020375,0.0,1,0.006965004824537051,0.00045454491390252715,0.0004545449138186412,1.0,0.0,0.0002782289126305755,0,2
0.0,0.0,0.0002544853034737245,21460983,0.0,3,0.3570843760025666,5.493314979896482e-05,2,0.00877715171698042,0.0005685600634117208,0.000568560063343668,3.0,0.3333333333333333,0.0005548895692184167,1,2
0.0,0.0,0.00012724265173686224,21543880,0.0,1,0.32630665493990035,0.0,6,0.005803267642712019,0.0003780655195824146,0.0003780655195752329,1.0,0.0,0.0002489025276972732,0,1
0.0,0.0,0.00012724265173686224,21636104,0.0,1,0.26072429140313896,0.0,6,0.0004511019431116353,3.009203607359509e-05,3.0092036075279925e-05,1.0,0.0,0.0002773971469858245,0,1
0.0,0.0,0.00012724265173686224,21708468,0.0,3,0.3664302880658436,3.914259574977566e-05,4,0.012638116397271389,0.0008296290618921681,0.0008296290618446116,3.0,0.3333333333333333,0.0005103775792894893,1,2
0.0,0.0,0.0002544853034737245,21738556,0.0,7,0.2998065993265993,0.0027574438085988693,15,0.0026865088023844794,0.0001712954236360621,0.00017129542363794478,7.0,0.09523809523809523,0.001203698212021401,2,3
0.0,0.0,0.0002544853034737245,21848593,0.0,16,0.4464628961091055,0.0022820508822787196,1,0.059109193925067076,0.003804939326884685,0.0038049393267318215,15.002695417789758,0.48333333333333334,0.0020127885087466374,58,0
0.0,0.0,0.00012724265173686224,21855539,0.0,5,0.3140166455071237,8.889784610005665e-05,13,0.0030799803048983257,0.00020377867411990752,0.0002037786741603175,5.0,0.0,0.0008270809717152168,0,7
0.0,0.00012724265173686224,0.0002544853034737245,22029787,0.00012724265173686224,2,0.3044814662836821,0.00014083965084213748,7,0.002299480788573302,5.162373977330182e-06,5.162373976784571e-06,1.0026954177897573,0.0,0.00041689295258882605,0,1
0.0,0.0,0.00012724265173686224,22116112,0.0,18,0.38667083550460307,0.0015528326113453898,4,0.030686023183871945,0.0020640936117350306,0.002064093611779908,18.0,0.22875816993464052,0.002349730127940067,35,0
0.0,0.0,0.00012724265173686224,22223971,0.0,5,0.3946921985815603,0.0018343115323988877,1,0.020430193453634005,0.0013638575162871918,0.0013638575161176285,5.0,0.4,0.000944232342805387,4,0
0.0,0.0,0.0002544853034737245,22310197,0.0,8,0.3639143370933464,4.121542459731066e-05,7,0.0227691624825329,0.0015000336405467604,0.0015000336406106197,8.0,0.5,0.001093308981756843,14,1
0.0,0.0,0.0002544853034737245,22314584,0.0,4,0.3137510923185342,1.609729381539317e-05,6,0.006741209980377549,0.0004419711822548177,0.000441971182270871,4.0,0.16666666666666666,0.0005943862749464431,1,1
0.0,0.0,0.00012724265173686224,22353675,0.0,4,0.318737686139748,5.218199939565769e-05,5,0.004160461465647218,0.00023542502243719337,0.00023542502245238738,3.0026954177897576,0.0,0.0005610979501457778,0,6
0.0,0.00038172795521058657,0.00038172795521058657,22359616,0.00038172795521058657,6,0.36990096377534065,0.0004452512711118226,1,0.01795017962633908,0.0012148780044210774,0.0012148780043915969,6.0,0.4666666666666667,0.0009599153524793559,7,0
0.0,0.0002544853034737245,0.00012724265173686224,22436706,0.0002544853034737245,5,0.3864694444444445,0.0026524254561637738,1,0.022339412876756948,0.0014963705794524835,0.0014963705792995334,5.0,0.6,0.0009333908883949939,6,0
0.0,0.00012724265173686224,0.00012724265173686224,22470188,0.00012724265173686224,2,0.362492102263475,0.0,6,0.012095048590877292,0.0007898360271838828,0.0007898360271010233,2.0,1.0,0.00039322715128077155,1,2
0.0,0.0,0.00012724265173686224,22605785,0.0,1,0.2756394254581476,0.0,1,0.0007370271081676094,5.0752026782266764e-05,5.0752026783985184e-05,1.0,0.0,0.00027948779647656203,0,0
0.0,0.00012724265173686224,0.00012724265173686224,22623059,0.00012724265173686224,5,0.3882895517181231,0.0009857613159088723,2,0.016567768876736697,0.0010232916836563247,0.0010232916835432276,3.005390835579515,0.2,0.0005352600157134207,2,3
0.0,0.0,0.00012724265173686224,22729966,0.0,1,0.2866053817432728,0.0,6,0.0016246307158142464,0.00011000756268899229,0.00011000756269389333,1.0,0.0,0.0002487039278833501,0,1
0.0,0.0,0.00012724265173686224,22840845,0.0,6,0.3459306915306915,0.0027708146290650474,6,0.010434969301149887,0.0007073489783128131,0.0007073489783010614,6.0,0.06666666666666667,0.0010471611421260217,1,2
0.0,0.0,0.00012724265173686224,22859657,0.0,11,0.3899218777369067,0.0019168130403625948,1,0.030210372338196213,0.0020429122173431665,0.002042912217310303,11.0,0.41818181818181815,0.0016378259843692457,23,0
0.0,0.0,0.00012724265173686224,22863660,0.0,6,0.34368750964952915,0.0006941503440507695,15,0.009136891101984667,0.0006226778056848283,0.0006226778057021464,6.0,0.26666666666666666,0.0009377745683273769,4,0
0.0,0.0,0.000636213258684311,22871737,0.0,21,0.40950404709345106,0.0022946507665057613,5,0.05004353578000035,0.0032688722033129844,0.003268872203318779,20.002695417789756,0.2619047619047619,0.0025935601835322328,55,1
0.0,0.0002544853034737245,0.00012724265173686224,22874109,0.0002544853034737245,12,0.4138434653281279,0.001009199135462375,10,0.04637179212296334,0.0030258465212417525,0.0030258465211278223,11.002695417789758,0.4393939393939394,0.001503879315429599,29,5
0.0,0.0,0.0005089706069474489,22999093,0.0,1,0.2689457532922557,0.0,5,0.00036603554573551175,2.5133899955186194e-05,2.5133899963007598e-05,1.0,0.0,0.00029860674987766553,0,0
0.0,0.0002544853034737245,0.0007634559104211731,23053753,0.0002544853034737245,23,0.41430560208449657,0.0027368957748101605,6,0.04723340539581106,0.0029552657101530482,0.0029552657101323955,22.002695417789756,0.14624505928853754,0.0028284015912667846,37,1
0.0,0.0,0.00012724265173686224,23261237,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.00012724265173686224,23288511,0.0,5,0.30700096538408495,0.00015356955051283838,4,0.0037110165307417957,0.0002523708488613929,0.00025237084888355164,5.0,0.0,0.0007980934123992538,0,5
0.0,0.0,0.00012724265173686224,23395026,0.0,12,0.3680661375661376,0.0032468908688514744,4,0.022309652686471792,0.0014977751562298871,0.0014977751562651317,12.0,0.19696969696969696,0.0017719481213728187,13,5
0.0,0.0,0.00038172795521058657,23411203,0.0,28,0.43443871975019516,0.0041889924340558545,6,0.0801248520288281,0.00523436952710762,0.005234369527109706,28.0,0.31216931216931215,0.003510745755910185,118,1
0.0,0.0,0.00012724265173686224,23535665,0.0,2,0.3228987525384392,0.0,7,0.006219878545515796,0.0004092834481947387,0.0004092834482022965,2.0,1.0,0.00037275026618999467,1,4
0.0,0.0,0.00012724265173686224,23560554,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.00012724265173686224,23567167,0.0,1,0.34885817270020375,0.0,1,0.006965004824537051,0.00045454491390252715,0.0004545449138186412,1.0,0.0,0.0002782289126305755,0,2
0.0,0.0,0.00012724265173686224,23568714,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0005089706069474489,23699500,0.0,15,0.4017440895145281,0.0007060178248567085,4,0.0422352843282261,0.002779259583360072,0.002779259583375681,15.0,0.4,0.001937358640204256,42,0
0.0,0.0,0.0005089706069474489,23747654,0.0,28,0.41523297892184297,0.003063687016071242,6,0.06392841797367145,0.004193990920508928,0.004193990920596006,28.0,0.22486772486772486,0.003516369453919297,85,1
0.0,0.00012724265173686224,0.00012724265173686224,23757424,0.00012724265173686224,4,0.3343944719843774,0.00013464164621630436,2,0.005948824208509576,0.0004070223734086289,0.0004070223734230101,4.0,0.3333333333333333,0.0007066381498678508,2,0
0.0,0.0002544853034737245,0.00038172795521058657,23901130,0.0002544853034737245,10,0.4023976861894432,0.0008207068119887931,6,0.030938705630254106,0.0019844136324662365,0.0019844136323374393,9.002695417789758,0.2,0.0012692658909716013,9,4
0.0,0.0,0.00012724265173686224,23924384,0.0,5,0.3840690131124914,6.532381468321004e-05,2,0.020726415086858123,0.0013848751391944236,0.0013848751391196262,5.0,0.5,0.0007586922236160545,5,0
0.0,0.0,0.00012724265173686224,23935607,0.0,31,0.3940633740485042,0.005580430762331343,5,0.04352669835800893,0.0027186306699539,0.0027186306700382303,31.0,0.17849462365591398,0.004240348650545785,83,3
0.0,0.0,0.00012724265173686224,24085297,0.0,1,0.3472257058181251,0.0,1,0.00740105227321439,0.0004993509867721839,0.0004993509867314674,1.0,0.0,0.0002608203524333369,0,0
0.0,0.0,0.00012724265173686224,24113341,0.0,7,0.35863766714999196,9.004576141094664e-05,4,0.015934724683657996,0.0010683260623794164,0.001068326062425259,7.0,0.47619047619047616,0.001006230192256817,10,0
0.0,0.0,0.00012724265173686224,24152253,0.0,2,0.3478768557587123,0.00013764690302241203,7,0.007574643690066073,0.0005112777941431323,0.0005112777941047288,2.0,0.0,0.0004352219125386529,0,0
0.0,0.0,0.00012724265173686224,24188289,0.0,4,0.32318002322880374,0.00033086180254151616,2,0.003925977686099902,0.0001668085948299508,0.0001668085948501415,3.0026954177897576,0.0,0.0006830018653591896,0,5
0.0,0.0,0.0002544853034737245,24452267,0.0,2,0.2786411315558893,2.1902452124777546e-05,2,0.001120603697035098,7.371572909236651e-05,7.3715729090528e-05,2.0,0.0,0.00047058070579598953,0,5
0.0,0.00012724265173686224,0.0002544853034737245,24637782,0.00012724265173686224,1,0.31282518268690274,0.0,2,0.003066374512548749,0.00021070419146159778,0.00021070419144800145,1.0,0.0,0.0002627834581329908,0,0
0.0,0.00012724265173686224,0.00012724265173686224,24669894,0.00012724265173686224,9,0.40547613843351554,0.0004891726258972695,12,0.03626220810322977,0.0023983888142365423,0.002398388814096752,9.0,0.5555555555555556,0.0013017401896232759,20,0
0.0,0.0002544853034737245,0.0005089706069474489,24791335,0.0002544853034737245,12,0.3530072946400254,0.00043602055036297797,6,0.022611823352711974,0.0014921646522072943,0.0014921646522901859,12.0,0.19696969696969696,0.0016322985090299843,13,1
0.0,0.00012724265173686224,0.00012724265173686224,24825958,0.00012724265173686224,21,0.4296591391623239,0.002729163565937011,6,0.05359136644668119,0.003566736526127413,0.003566736526036533,21.0,0.2761904761904762,0.002717894392115714,58,0
0.0,0.0,0.0002544853034737245,24988494,0.0,11,0.4061419449005656,0.00033284614675413557,7,0.039688432241268425,0.002621371908555768,0.0026213719084712214,11.0,0.5454545454545454,0.0014599508513592993,30,1
0.0,0.0,0.00012724265173686224,24988926,0.0,2,0.3192862880091796,8.689162360888785e-05,5,0.004466940951331516,0.0002865485031533153,0.0002865485031414711,2.0,0.0,0.0004351552769121138,0,4
0.0,0.0,0.00012724265173686224,25000400,0.0,9,0.33606038647342995,0.0005743080263198241,5,0.007744201957064963,0.0005111704269882765,0.0005111704270376611,9.0,0.19444444444444445,0.0014605653127774143,7,0
0.0,0.0,0.00012724265173686224,25227822,0.0,32,0.4213636191557827,0.009276874463867482,5,0.06194323609233186,0.004125999258937787,0.004125999259064711,31.002695417789756,0.17338709677419356,0.004122775805789522,86,3
0.0,0.0,0.00012724265173686224,25257175,0.0,5,0.30077881367382786,6.009499470978779e-05,1,0.002843900699266272,6.297305754161397e-05,6.297305756188373e-05,3.005390835579515,0.1,0.0006435192941804408,1,0
0.0,0.0,0.0002544853034737245,25975572,0.0,4,0.32920201123927834,0.0008401307390988506,2,0.004507144285752353,0.00029640321201338616,0.0002964032119962572,4.0,0.0,0.0009127732671621848,0,5
0.0,0.0,0.00012724265173686224,25991480,0.0,3,0.3940633740485042,0.0,1,0.020121863632318004,0.0013455366325265373,0.0013455366323541522,3.0,1.0,0.0005402642447689628,3,0
0.0,0.0,0.00012724265173686224,25994541,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.00012724265173686224,26119836,0.0,9,0.3919816869167107,0.0010829244932668645,15,0.030547348927887956,0.0020174659774460342,0.0020174659773921533,9.0,0.3055555555555556,0.0012975549074377309,11,8
0.0,0.00012724265173686224,0.0005089706069474489,26142201,0.00012724265173686224,8,0.4050334788937409,5.424575184639765e-05,2,0.03391031431838467,0.002285259237338626,0.002285259237271921,8.0,0.8214285714285714,0.0011390512049474478,23,0
0.0,0.00012724265173686224,0.0017813971243160708,26248642,0.00012724265173686224,2,0.3056101043382757,1.780151312861593e-05,2,0.0016282994045260352,5.810871357038795e-05,5.8108713592786335e-05,1.0026954177897573,0.0,0.0002859245405041583,0,4
0.0,0.0002544853034737245,0.0008906985621580354,26326439,0.0002544853034737245,2,0.3034852079072938,2.2155791391821937e-06,1,0.002248632072034043,0.00015053933559126752,0.00015053933562027595,2.0,0.0,0.00038994682974687815,0,0
0.0,0.0,0.00012724265173686224,26354418,0.0,3,0.32949437537004145,0.0,15,0.006520469319432997,0.0004224951877852063,0.0004224951877880144,3.0,1.0,0.00048589443653129793,3,3
0.0,0.0,0.0002544853034737245,26373938,0.0,30,0.431658716307931,0.0035649011676696565,6,0.08537190711827387,0.005644929664331892,0.005644929664396317,30.0,0.3218390804597701,0.0037835886829662617,140,0
0.0,0.0,0.0002544853034737245,26382252,0.0,11,0.41315219005196735,0.0006092316074720712,10,0.03538027042968954,0.00222701893171383,0.0022270189315815874,10.002695417789758,0.41818181818181815,0.001421072205597259,23,4
0.0,0.00012724265173686224,0.00012724265173686224,26403375,0.00012724265173686224,4,0.3219181489515546,1.562303990760043e-05,6,0.006571554481209346,0.00017619067327856854,0.00017619067329179756,2.005390835579515,0.0,0.0003770204286073323,0,1
0.0,0.00012724265173686224,0.0005089706069474489,26452697,0.00012724265173686224,16,0.3907431981744778,0.0007697507100013466,6,0.044305449236047255,0.0028039461997404675,0.002803946199731637,14.005390835579515,0.325,0.0018411323619513687,39,1
0.0,0.0,0.00012724265173686224,26472217,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.00012724265173686224,26927867,0.0,9,0.3723137648436194,0.002144544453468565,4,0.021355111948688093,0.0014324551888005182,0.0014324551888135906,9.0,0.2777777777777778,0.0013219555530301135,10,0
0.0,0.0,0.00012724265173686224,26979626,0.0,1,0.3164270078180526,0.0,2,0.0034392313284425133,0.0002356016115792155,0.00023560161156245708,1.0,0.0,0.0002705811670604844,0,0
0.0,0.0,0.00012724265173686224,26989237,0.0,9,0.3780037357785702,0.000555507917808028,5,0.024069065181726843,0.0016079090225825298,0.0016079090225932888,9.0,0.2222222222222222,0.0012910157922542834,8,0
0.0,0.0,0.0002544853034737245,27225245,0.0,30,0.3805237606837607,0.0037095487812061284,6,0.06242408989065372,0.003905290869942361,0.003905290870064809,29.002695417789756,0.2574712643678161,0.003698493349498679,112,1
0.0,0.0,0.00012724265173686224,27373318,0.0,1,0.27350583609780077,0.0,15,0.0013396110137773698,8.495302521102585e-05,8.495302520814911e-05,1.0,0.0,0.00025085790180460576,0,1
0.0,0.0,0.00012724265173686224,27400097,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.00012724265173686224,0.00012724265173686224,27406310,0.00012724265173686224,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.00012724265173686224,0.00012724265173686224,27502152,0.00012724265173686224,5,0.3862682630574354,8.312373778721291e-05,7,0.02078607091902995,0.0013671568302039204,0.001367156830081859,5.0,0.7,0.0008253608424680085,7,2
